时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,本机剩余弹量
302,0.435897,0.029568,9144,-87.777181,0,0,272.857604,0,0,0,1,1
302.1,0.435645,0.029578,9144.12092,-87.777139,0.493814,0,253.897507,0,136.672388,1,1,1
302.2,0.43538,0.029588,9144.518296,-87.777098,1.0441,0,152.736988,0,262.666123,1,1,1
302.3,0.4351,0.029599,9145.250966,-87.777058,1.650551,0.000001,-25.442555,-0.000022,318.334876,1,1,1
302.4,0.434806,0.02961,9146.382161,-87.777019,2.312981,0,-226.333325,0,246.791631,1,1,1
302.5,0.434499,0.029622,9147.959512,-87.776981,2.96316,0,-344.969123,0,62.21547,1,1,1
302.6,0.434177,0.029635,9150.006368,-87.776945,3.583505,0,-331.203626,0,-156.698507,1,1,1
302.7,0.433842,0.029648,9152.539907,-87.776909,4.176064,0,-195.427648,0,-328.756077,1,1,1
302.75,0.433669,0.029655,9153.995388,-87.776892,4.462334,-0.000001,-96.65036,0.000083,-378.426363,1,1,1
302.8,0.433492,0.029661,9155.578733,-87.776875,4.742315,0,11.930867,0,-398.556639,1,1,1
302.9,0.433128,0.029676,9159.135006,-87.776842,5.284629,0,224.806257,0,-349.00596,1,1,1
303,0.43275,0.02969,9163.226121,-87.776811,5.804219,0,383.137729,0,-198.962389,1,1,1
303.1,0.432357,0.029705,9167.867091,-87.776781,6.302472,0.000001,448.376077,0.000383,8.648576,1,1,1
303.2,0.431949,0.029721,9173.072442,-87.776751,6.780639,0,408.96154,0,222.066441,1,1,1
303.25,0.43174,0.029729,9175.892005,-87.776737,7.012326,0,353.405915,0,315.722692,1,1,1
303.3,0.431527,0.029738,9178.857911,-87.776723,7.239403,0,278.196389,0,394.182354,1,1,1
303.4,0.43109,0.029755,9185.233816,-87.776696,7.680732,0,86.13724,0,492.201029,1,1,1
303.5,0.430637,0.029772,9192.214866,-87.77667,8.105153,0,-128.507096,0,500.825568,1,1,1
303.6,0.43017,0.02979,9199.813788,-87.776646,8.513552,0.000001,-327.571852,-0.00028,422.445947,1,1,1
303.7,0.429688,0.029809,9208.042913,-87.776623,8.906741,-0.000001,-479.780458,0.000579,273.455,1,1,1
303.784413,0.429269,0.029825,9215.489157,-87.776605,9.227218,0.000001,-556.245073,-0.000475,111.344206,1,1,1
303.9,0.428678,0.029848,9226.43897,-87.776582,9.650463,0.000001,-573.108519,-0.000692,-131.583632,1,1,1
304,0.428149,0.029869,9236.62893,-87.776564,10.002277,0.000001,-507.839087,-0.000434,-330.908155,1,1,1
304.1,0.427605,0.02989,9247.494744,-87.776548,10.341539,0,-379.881407,0,-495.54604,1,1,1
304.2,0.427046,0.029912,9259.046976,-87.776533,10.668793,0.000001,-206.340629,-0.000249,-608.79615,1,1,1
304.295695,0.426496,0.029933,9270.754236,-87.776521,10.971135,0,-16.142164,0,-660.379632,1,1,1
304.4,0.42588,0.029957,9284.251359,-87.776509,11.289266,0.000001,196.876842,0.000168,-650.967439,1,1,1
304.5,0.425273,0.029981,9297.923096,-87.7765,11.583384,0.000001,387.595446,0.000468,-581.636297,1,1,1
304.6,0.42465,0.030005,9312.320428,-87.776492,11.867308,0,549.562198,0,-462.009656,1,1,1
304.7,0.424011,0.030029,9327.452426,-87.776485,12.141416,0,671.567,0,-303.902998,1,1,1
304.75,0.423686,0.030042,9335.297212,-87.776483,12.274586,0.000001,715.223739,0.000611,-214.822646,1,1,1
304.8,0.423356,0.030055,9343.328942,-87.776481,12.405426,0,746.710789,0,-121.227448,1,1,1
304.9,0.422684,0.030081,9359.95641,-87.776478,12.660921,-0.000001,772.494453,-0.00066,73.257856,1,1,1
305,0.421996,0.030108,9377.344108,-87.776477,12.907588,0,749.721393,0,266.231786,1,1,1
305.1,0.421292,0.030135,9395.500052,-87.77648,13.145729,0,682.316778,0,446.406581,1,1,1
305.2,0.42057,0.030163,9414.431998,-87.776474,13.37559,0.000001,576.422371,0.000852,604.560316,1,1,1
305.25,0.420203,0.030177,9424.191782,-87.776472,13.487164,0,511.608299,0,672.98405,1,1,1
305.3,0.419832,0.030192,9434.148352,-87.77647,13.59676,0,440.12299,0,733.558409,1,1,1
305.4,0.419077,0.030221,9454.654538,-87.776467,13.810814,0,280.750109,0,829.504736,1,1,1
305.5,0.418305,0.030251,9475.958482,-87.776465,14.017312,0,107.151443,0,889.726724,1,1,1
305.6,0.417516,0.030282,9498.066964,-87.776466,14.216464,0.000001,-72.619425,-0.000062,913.868068,1,1,1
305.7,0.416709,0.030313,9520.986531,-87.776468,14.408466,0.000001,-251.236804,-0.000303,903.218,1,1,1
305.8,0.415885,0.030345,9544.72349,-87.776472,14.593504,0,-422.347873,0,860.36311,1,1,1
305.9,0.415043,0.030378,9569.283921,-87.776477,14.771752,0,-580.712033,0,788.838602,1,1,1
306,0.414184,0.030411,9594.673673,-87.776484,14.943375,0.000001,-722.251402,-0.000872,692.800626,1,1,1
306.1,0.413307,0.030445,9620.898371,-87.776506,15.108537,0,-844.036533,0,576.725538,1,1,1
306.2,0.412411,0.03048,9647.963417,-87.77653,15.267376,0,-944.193238,0,445.185358,1,1,1
306.3,0.411498,0.030515,9675.873974,-87.776557,15.420029,0,-1021.816154,0,302.625692,1,1,1
306.4,0.410566,0.030552,9704.634981,-87.776585,15.566626,0,-1076.829868,0,153.217285,1,1,1
306.5,0.409616,0.030588,9734.251149,-87.776615,15.707292,-0.000001,-1109.848106,0.000948,0.745445,1,1,1
306.6,0.408648,0.030626,9764.726962,-87.776647,15.842141,0,-1122.032348,0,-151.461464,1,1,1
306.7,0.40766,0.030664,9796.066679,-87.776681,15.971284,-0.000001,-1114.956784,0.001346,-300.570137,1,1,1
306.8,0.406654,0.030703,9828.274326,-87.776718,16.094824,0,-1090.484587,0,-444.252984,1,1,1
306.9,0.405629,0.030743,9861.353702,-87.776756,16.212861,0,-1050.658653,0,-580.677324,1,1,1
307,0.404584,0.030784,9895.308377,-87.776797,16.325487,0,-997.607851,0,-708.478356,1,1,1
307.1,0.40352,0.030825,9930.141674,-87.776825,16.432774,0,-933.482537,0,-826.706307,1,1,1
307.2,0.402436,0.030867,9965.628347,-87.776886,16.317874,0.000001,-1041.423284,-0.000889,-727.732644,1,1,1
307.25,0.401886,0.030889,9983.528819,-87.776919,16.259256,0,-1092.395491,0,-671.69794,1,1,1
307.3,0.40133,0.03091,10001.53287,-87.776952,16.200191,-0.000001,-1140.665361,0.000974,-611.684743,1,1,1
307.4,0.400204,0.030954,10037.84876,-87.77702,16.081718,0,-1227.303044,0,-481.33472,1,1,1
307.5,0.399056,0.030998,10074.56832,-87.77709,15.961464,-0.000001,-1299.618407,0.00111,-336.698049,1,1,1
307.6,0.397886,0.031044,10111.68374,-87.777164,15.839434,0,-1355.159961,0,-179.19819,1,1,1
307.7,0.396694,0.03109,10149.18694,-87.77724,15.715634,-0.000001,-1391.573063,0.001188,-10.674286,1,1,1
307.8,0.39548,0.031137,10187.06958,-87.777319,15.590068,-0.000001,-1406.668322,0.001201,166.612472,1,1,1
307.9,0.394244,0.031185,10225.32307,-87.777402,15.462743,0,-1398.494375,0,349.983178,1,1,1
308,0.392985,0.031234,10263.93858,-87.777487,15.333665,0,-1365.414216,0,536.357428,1,1,1
308.1,0.391714,0.031283,10302.5864,-87.777591,15.201443,0,-1281.818773,0,711.152108,0,1,1
308.2,0.390445,0.031333,10340.81164,-87.777693,15.069976,0,-1174.47197,0,870.777729,0,1,1
308.284411,0.389376,0.031374,10372.74976,-87.777779,14.959777,0,-1069.249084,0,992.492245,0,1,1
308.4,0.387915,0.031431,10416.00263,-87.777894,14.809668,0.000001,-906.107413,-0.001094,1137.85001,0,1,1
308.5,0.386654,0.03148,10452.9772,-87.777992,14.68084,0,-750.503237,0,1241.663132,0,1,1
308.6,0.385395,0.031529,10489.54391,-87.778089,14.552875,0.000001,-584.430553,-0.000706,1323.934526,0,1,1
308.7,0.384139,0.031577,10525.70718,-87.778184,14.425764,-0.000001,-410.848475,0.000351,1383.861338,0,1,1
308.8,0.382885,0.031626,10561.47131,-87.778279,14.299499,0,-232.726861,0,1421.034563,0,1,1
308.9,0.381634,0.031674,10596.84057,-87.778371,14.174071,0,-52.997015,0,1435.425995,0,1,1
309,0.380385,0.031723,10631.81916,-87.778463,14.049473,0,125.493903,0,1427.369633,0,1,1
309.1,0.379138,0.031771,10666.41114,-87.778539,13.925641,0,300.100907,0,1397.521816,0,1,1
309.2,0.377893,0.03182,10700.62053,-87.778621,13.802626,-0.000001,468.179161,-0.0004,1346.865849,0,1,1
309.25,0.377272,0.031844,10717.58304,-87.778661,13.741562,0.000001,548.839719,0.000469,1314.200561,0,1,1
309.3,0.376652,0.031868,10734.45161,-87.778701,13.680696,0,627.01012,0,1276.848941,0,1,1
309.4,0.375412,0.031916,10767.90861,-87.77878,13.559284,0,775.181632,0,1188.660793,0,1,1
309.5,0.374175,0.031964,10800.99486,-87.778858,13.438663,-0.000001,910.411935,-0.000777,1084.166352,0,1,1
309.6,0.37294,0.032012,10833.71418,-87.778935,13.318826,0,1031.056424,0,965.267962,0,1,1
309.7,0.371707,0.03206,10866.07036,-87.77901,13.199766,0.000001,1135.742074,0.001371,834.007299,0,1,1
309.8,0.370477,0.032107,10898.06712,-87.779084,13.081476,0,1223.374332,0,692.528649,0,1,1
309.9,0.369248,0.032155,10929.70813,-87.779158,12.963949,0,1293.13944,0,543.042865,0,1,1
310,0.368023,0.032202,10960.99703,-87.77923,12.847178,0,1344.502466,0,387.792528,0,1,1
310.1,0.366799,0.03225,10991.93744,-87.779308,12.731209,0,1377.189145,0,229.092442,0,1,1
310.2,0.365578,0.032297,11022.53296,-87.779385,12.615983,0,1391.231531,0,69.078469,0,1,1
310.284413,0.364548,0.032337,11048.09372,-87.779449,12.519356,0,1388.759178,0,-65.340311,0,1,1
310.4,0.363142,0.032392,11082.7035,-87.779536,12.387705,0,1364.621148,0,-246.43902,0,1,1
310.5,0.361927,0.032439,11112.28516,-87.779609,12.274665,0,1325.161432,0,-397.908092,0,1,1
310.6,0.360714,0.032486,11141.53568,-87.779682,12.162341,0.000001,1269.400978,0.001533,-542.734704,0,1,1
310.7,0.359504,0.032533,11170.45839,-87.779753,12.050725,0,1198.416644,0,-679.255005,0,1,1
310.795013,0.358356,0.032577,11197.63793,-87.77982,11.945351,0.000001,1118.007018,0.000955,-799.877302,0,1,1
310.9,0.357089,0.032626,11227.3335,-87.779893,11.829595,0,1015.827813,0,-921.55237,0,1,1
311,0.355885,0.032673,11255.29223,-87.779961,11.72007,0,907.056042,0,-1024.859195,0,1,1
311.1,0.354684,0.03272,11282.9359,-87.780022,11.611168,0,788.606202,0,-1114.987452,0,1,1
311.2,0.353484,0.032766,11310.26755,-87.780073,11.502959,0.000001,662.169689,0.000565,-1191.101913,0,1,1
311.25,0.352885,0.032789,11323.81736,-87.780098,11.449222,0,596.608608,0,-1223.657505,0,1,1
311.3,0.352286,0.032813,11337.29047,-87.780123,11.395651,-0.000001,529.674608,-0.00064,-1252.530263,0,1,1
311.4,0.35109,0.032859,11364.00787,-87.780173,11.28878,0,392.224771,0,-1299.156923,0,1,1
311.5,0.349897,0.032905,11390.42228,-87.780221,11.18257,-0.000001,251.765769,-0.000215,-1330.641096,0,1,1
311.6,0.348705,0.032951,11416.53664,-87.780268,11.077016,0,109.943077,0,-1346.969443,0,1,1
311.7,0.347516,0.032997,11442.35383,-87.780315,10.972113,0,-31.639007,0,-1348.300391,0,1,1
311.75,0.346922,0.03302,11455.1519,-87.780338,10.920012,0,-101.70732,0,-1343.449687,0,1,1
311.8,0.346328,0.033043,11467.8769,-87.78036,10.868071,0,-171.144369,0,-1334.996836,0,1,1
311.9,0.345143,0.033089,11493.10887,-87.780405,10.76445,0.000001,-307.687373,-0.000263,-1307.474321,0,1,1
312,0.343959,0.033135,11518.0521,-87.780449,10.661463,0,-439.583841,0,-1266.354994,0,1,1
312.1,0.342778,0.033181,11542.7094,-87.780507,10.559152,0,-565.484383,0,-1212.401783,0,1,1
312.2,0.341598,0.033227,11567.08352,-87.780565,10.457465,0,-684.270018,0,-1146.446342,0,1,1
312.28441,0.340604,0.033265,11587.43929,-87.780612,10.372168,-0.000001,-778.14963,0.000664,-1082.169845,0,1,1
312.4,0.339245,0.033318,11614.993,-87.780676,10.255921,0,-896.366957,0,-982.369393,0,1,1
312.5,0.338071,0.033363,11638.53341,-87.780731,10.156074,0,-987.888709,0,-886.386818,0,1,1
312.6,0.3369,0.033409,11661.8011,-87.780784,10.05683,0,-1068.767528,0,-782.617829,0,1,1
312.7,0.33573,0.033454,11684.79861,-87.780837,9.958184,-0.000002,-1138.440784,0.001944,-672.251367,0,1,1
312.8,0.334562,0.033499,11707.52842,-87.780889,9.860132,0.000001,-1196.475687,-0.001445,-556.502009,0,1,1
312.9,0.333396,0.033545,11729.99302,-87.780939,9.76267,0,-1242.567853,0,-436.596548,0,1,1
313,0.332232,0.03359,11752.19484,-87.780989,9.665791,0,-1276.538615,0,-313.761193,0,1,1
313.1,0.33107,0.033635,11774.13621,-87.781025,9.569436,-0.000001,-1298.341831,0.00192,-189.136467,0,1,1
313.2,0.329909,0.03368,11795.81943,-87.781073,9.473628,0,-1308.014803,0,-63.947938,0,1,1
313.25,0.32933,0.033702,11806.56498,-87.781097,9.426034,0,-1308.350578,0,-1.64396,0,1,1
313.3,0.328751,0.033725,11817.24698,-87.78112,9.378582,0.000001,-1305.736168,-0.001577,60.362741,0,1,1
313.4,0.327594,0.033769,11838.42135,-87.781167,9.283911,-0.000001,-1291.774607,0.001103,183.182013,0,1,1
313.5,0.326439,0.033814,11859.34448,-87.781213,9.189802,0,-1266.496524,0,303.197287,0,1,1
313.6,0.325286,0.033859,11880.01867,-87.781258,9.096251,0,-1230.366513,0,419.407013,0,1,1
313.7,0.324135,0.033903,11900.44613,-87.781302,9.003254,0,-1183.930955,0,530.876453,0,1,1
313.8,0.322986,0.033948,11920.6291,-87.781345,8.910807,0.000001,-1127.809236,-0.000963,636.743198,0,1,1
313.9,0.321838,0.033992,11940.56974,-87.781388,8.818905,0,-1062.685293,0,736.221866,0,1,1
314,0.320692,0.034037,11960.27022,-87.781429,8.727544,-0.000001,-989.298682,0.000845,828.607831,0,1,1
314.1,0.319548,0.034081,11979.73277,-87.78147,8.636806,0.000001,-908.513547,-0.000776,913.20229,0,1,1
314.2,0.318406,0.034125,11998.95959,-87.78151,8.546601,0,-821.088114,0,989.562328,0,1,1
314.28441,0.317444,0.034163,12015.00702,-87.781543,8.470916,0,-742.799722,0,1047.242149,0,1,1
314.4,0.316127,0.034214,12036.71444,-87.781588,8.367755,0.000001,-629.718641,-0.000931,1115.881969,0,1,1
314.5,0.31499,0.034258,12055.24643,-87.781626,8.279125,0,-527.546229,0,1165.18984,0,1,1
314.6,0.313855,0.034302,12073.55087,-87.781663,8.191011,0,-422.22379,0,1204.982314,0,1,1
314.7,0.312722,0.034346,12091.62975,-87.781699,8.103411,0.000001,-314.634638,-0.000269,1235.148271,0,1,1
314.8,0.31159,0.034389,12109.48506,-87.781734,8.016321,-0.000001,-205.651635,0.000176,1255.655932,0,1,1
314.9,0.31046,0.034433,12127.11872,-87.781769,7.929736,0,-96.130585,0,1266.549715,0,1,1
315,0.309332,0.034477,12144.53267,-87.781803,7.843654,0.000001,13.095881,0.000011,1267.946614,0,1,1
315.1,0.308205,0.034521,12161.7287,-87.781839,7.757974,0,121.344152,0,1260.020595,0,1,1
315.2,0.30708,0.034564,12178.7086,-87.781853,7.672802,0,227.706208,0,1243.015329,0,1,1
315.25,0.306518,0.034586,12187.11811,-87.78186,7.630481,0,279.855229,0,1231.226705,0,1,1
315.3,0.305957,0.034608,12195.47438,-87.781867,7.588282,0,331.267474,0,1217.296943,0,1,1
315.4,0.304835,0.034651,12212.02801,-87.78188,7.504089,0,431.733674,0,1183.133294,0,1,1
315.5,0.303715,0.034694,12228.37105,-87.781893,7.420381,0,528.258092,0,1140.978704,0,1,1
315.6,0.302597,0.034738,12244.50529,-87.781904,7.337154,-0.000001,620.243903,-0.00053,1091.292305,0,1,1
315.7,0.301481,0.034781,12260.43252,-87.781916,7.254406,0,707.145477,0,1034.572478,0,1,1
315.75,0.300923,0.034803,12268.31908,-87.781921,7.213287,0,748.456596,0,1003.799397,0,1,1
315.8,0.300366,0.034824,12276.15463,-87.781927,7.172287,0,788.3219,0,971.475531,0,1,1
315.9,0.299252,0.034867,12291.67347,-87.781937,7.090483,0,863.643742,0,902.324663,0,1,1
316,0.298141,0.03491,12306.99052,-87.781947,7.009149,-0.000001,932.568207,-0.000796,827.816754,0,1,1
316.1,0.297031,0.034953,12322.10758,-87.781974,6.928365,-0.000001,994.703672,-0.001201,748.639706,0,1,1
316.2,0.295922,0.034996,12337.02644,-87.782001,6.848042,0.000001,1049.857257,0.000896,665.332856,0,1,1
316.284411,0.294988,0.035032,12349.46656,-87.782023,6.780637,0,1090.795374,0,592.300636,0,1,1
316.4,0.29371,0.035082,12366.27626,-87.782052,6.688754,0,1138.416577,0,488.805868,0,1,1
316.5,0.292607,0.035125,12380.61041,-87.782077,6.609797,0,1171.543735,0,396.853291,0,1,1
316.6,0.291505,0.035167,12394.75292,-87.782101,6.531289,0.000001,1197.14576,0.001022,303.264893,0,1,1
316.7,0.290404,0.03521,12408.7054,-87.782124,6.453227,0,1215.215285,0,208.652215,0,1,1
316.8,0.289306,0.035253,12422.46943,-87.782147,6.375608,0,1225.792677,0,113.6143,0,1,1
316.9,0.288208,0.035295,12436.04658,-87.782169,6.298428,0,1228.963799,0,18.734305,0,1,1
317,0.287113,0.035337,12449.43841,-87.782191,6.221686,0,1224.857566,0,-75.423615,0,1,1
317.1,0.286019,0.03538,12462.64635,-87.782195,6.145281,0,1213.627224,0,-168.433227,0,1,1
317.2,0.284926,0.035422,12475.67185,-87.782203,6.069324,0,1195.482706,0,-259.637664,0,1,1
317.25,0.28438,0.035443,12482.11667,-87.782207,6.031576,-0.000001,1183.913922,-0.001011,-304.333298,0,1,1
317.3,0.283835,0.035464,12488.51652,-87.78221,5.993934,0,1170.715728,0,-348.402342,0,1,1
317.4,0.282746,0.035507,12501.18197,-87.782217,5.91883,-0.000001,1139.511656,-0.000973,-434.59042,0,1,1
317.5,0.281658,0.035549,12513.66946,-87.782224,5.84415,0,1102.212497,0,-517.60197,0,1,1
317.6,0.280571,0.035591,12525.98045,-87.78223,5.76989,-0.000001,1059.147834,-0.000904,-597.034609,0,1,1
317.7,0.279486,0.035633,12538.1164,-87.782235,5.696047,0,1010.670325,0,-672.518821,0,1,1
317.75,0.278944,0.035654,12544.1192,-87.782238,5.659348,0,984.565668,0,-708.608897,0,1,1
317.8,0.278403,0.035675,12550.07884,-87.78224,5.622753,0,957.253126,0,-743.59283,0,1,1
317.9,0.277321,0.035717,12561.86928,-87.782244,5.549736,0.000001,899.092349,0.000768,-810.215962,0,1,1
318,0.276241,0.035759,12573.48893,-87.782248,5.477129,-0.000001,836.683421,-0.000714,-871.986885,0,1,1
318.1,0.275162,0.0358,12584.93926,-87.782264,5.40501,0,770.516374,0,-928.610767,0,1,1
318.2,0.274084,0.035842,12596.22175,-87.782279,5.333295,0,700.946142,0,-979.964581,0,1,1
318.284411,0.273176,0.035877,12605.61578,-87.782291,5.273105,0,639.922102,0,-1019.069009,0,1,1
318.4,0.271934,0.035925,12618.28868,-87.782307,5.191052,0,553.29258,0,-1066.252877,0,1,1
318.5,0.270861,0.035967,12629.07572,-87.782321,5.120533,0,476.081995,0,-1100.955379,0,1,1
318.6,0.26979,0.036008,12639.70029,-87.782333,5.050407,0.000001,397.182591,0.000587,-1129.93797,0,1,1
318.7,0.26872,0.03605,12650.1637,-87.782345,4.980672,-0.000001,317.018044,-0.000271,-1153.16874,0,1,1
318.8,0.267651,0.036091,12660.46725,-87.782357,4.911325,0.000001,236.005661,0.000285,-1170.646011,0,1,1
318.9,0.266584,0.036132,12670.61223,-87.782368,4.842365,0,154.554419,0,-1182.397119,0,1,1
319,0.265518,0.036174,12680.59993,-87.782378,4.773788,0,73.063148,0,-1188.477102,0,1,1
319.1,0.264454,0.036215,12690.4315,-87.782378,4.705501,0.000001,-8.190148,-0.00001,-1188.966544,0,1,1
319.2,0.263391,0.036256,12700.10808,-87.782399,4.637574,0,-88.743413,0,-1183.955974,0,1,1
319.25,0.26286,0.036277,12704.88865,-87.782409,4.603812,0,-128.565028,0,-1179.436024,0,1,1
319.3,0.26233,0.036297,12709.63099,-87.78242,4.570144,0,-168.073296,0,-1173.595855,0,1,1
319.4,0.26127,0.036338,12719.00155,-87.78244,4.502968,-0.000001,-246.118682,0.00021,-1158.003212,0,1,1
319.5,0.260212,0.036379,12728.2208,-87.782459,4.436165,0,-322.409142,0,-1137.362482,0,1,1
319.6,0.259154,0.03642,12737.28994,-87.782478,4.369731,0,-396.635116,0,-1111.864125,0,1,1
319.7,0.258099,0.036461,12746.21018,-87.782497,4.303666,0.000001,-468.505897,-0.0004,-1081.715448,0,1,1
319.75,0.257572,0.036481,12750.61484,-87.782505,4.270829,0.000001,-503.411117,-0.00043,-1064.996205,0,1,1
319.8,0.257045,0.036502,12754.98278,-87.782514,4.238082,0.000001,-537.629992,-0.000459,-1047.202601,0,1,1
319.9,0.255992,0.036543,12763.60901,-87.782531,4.172744,0,-604.00249,0,-1008.441165,0,1,1
