时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,本机剩余弹量
357.25,-0.06396,0.04897,11320.01836,-87.75864,-6.124793,0,774.448148,0,123.703059,0,1,1
357.3,-0.06431,0.048984,11315.83413,-87.758572,-6.129038,-0.000001,774.579355,-0.001145,120.354201,0,1,1
357.4,-0.065009,0.049011,11307.46329,-87.758435,-6.137506,0,774.796233,0,113.677338,0,1,1
357.5,-0.065708,0.049038,11299.08933,-87.758298,-6.145924,0,774.951101,0,107.043755,0,1,1
357.6,-0.066406,0.049066,11290.71236,-87.758161,-6.154294,0,775.045076,0,100.453681,0,1,1
357.7,-0.067103,0.049093,11282.33243,-87.758024,-6.162615,0,775.079263,0,93.907324,0,1,1
357.8,-0.067799,0.04912,11273.94964,-87.757886,-6.170887,0,775.054753,0,87.404878,0,1,1
357.9,-0.068495,0.049148,11265.56407,-87.757747,-6.179112,0.000001,774.972609,0.000936,80.946516,0,1,1
358,-0.06919,0.049175,11257.17579,-87.757609,-6.187289,0,774.833878,0,74.532395,0,1,1
358.1,-0.069885,0.049202,11248.78553,-87.757466,-6.194457,0.000001,774.573576,0.000661,68.907626,0,1,1
358.2,-0.070578,0.049229,11240.39401,-87.757323,-6.201588,-0.000001,774.270882,-0.000661,63.318733,0,1,1
358.284411,-0.071163,0.049252,11233.30971,-87.757202,-6.207577,-0.000001,773.982784,-0.000661,58.631267,0,1,1
358.4,-0.071963,0.049283,11223.60743,-87.757035,-6.215744,-0.000001,773.541246,-0.00066,52.247807,0,1,1
358.5,-0.072655,0.04931,11215.2125,-87.756891,-6.222768,0,773.115675,0,46.766646,0,1,1
358.6,-0.073346,0.049338,11206.81654,-87.756746,-6.229756,0,772.650555,0,41.321393,0,1,1
358.7,-0.074036,0.049365,11198.41962,-87.756601,-6.236709,0,772.14657,0,35.912036,0,1,1
358.8,-0.074725,0.049392,11190.0218,-87.756455,-6.243628,0,771.6044,0,30.538554,0,1,1
358.9,-0.075414,0.049419,11181.62314,-87.756309,-6.250512,0,771.024713,0,25.200918,0,1,1
359,-0.076102,0.049445,11173.22368,-87.756163,-6.257362,0.000001,770.40817,0.00093,19.899095,0,1,1
359.1,-0.076789,0.049472,11164.8228,-87.756017,-6.26522,0,769.770387,0,13.830923,0,1,1
359.2,-0.077476,0.049499,11156.41984,-87.755887,-6.273054,0,769.085402,0,7.792077,0,1,1
359.25,-0.077819,0.049513,11152.2176,-87.755822,-6.276948,0.000001,768.725388,0.000656,4.795153,0,1,1
359.3,-0.078162,0.049526,11148.01486,-87.755757,-6.28083,0,768.353862,0,1.809747,0,1,1
359.4,-0.078847,0.049553,11139.60796,-87.755626,-6.288574,0.000001,767.576544,0.000927,-4.136622,0,1,1
359.5,-0.079532,0.04958,11131.19918,-87.755495,-6.296274,0.000001,766.754429,0.000655,-10.03668,0,1,1
359.6,-0.080215,0.049607,11122.78861,-87.755363,-6.30393,0,765.888439,0,-15.890455,0,1,1
359.7,-0.080899,0.049633,11114.3763,-87.755231,-6.311542,0,764.979486,0,-21.697987,0,1,1
359.8,-0.081581,0.04966,11105.96234,-87.755098,-6.31911,0.000001,764.028467,0.000652,-27.459325,0,1,1
359.9,-0.082263,0.049687,11097.54679,-87.754965,-6.326635,0,763.036266,0,-33.174527,0,1,1
360,-0.082944,0.049714,11089.12972,-87.754831,-6.334117,0,762.003755,0,-38.843666,0,1,1
360.1,-0.083624,0.04974,11080.71194,-87.754677,-6.340434,0,760.981075,0,-43.612709,0,1,1
360.2,-0.084304,0.049767,11072.29426,-87.754522,-6.346721,-0.000001,759.930713,-0.000649,-48.348106,0,1,1
360.284412,-0.084877,0.049789,11065.18884,-87.754391,-6.352004,0,759.023071,0,-52.317456,0,1,1
360.4,-0.085661,0.04982,11055.45936,-87.754211,-6.35921,0,757.748883,0,-57.719125,0,1,1
360.5,-0.086339,0.049847,11047.04224,-87.754054,-6.365411,0,756.618466,0,-62.354315,0,1,1
360.6,-0.087016,0.049873,11038.6254,-87.753897,-6.371584,0,755.462339,0,-66.956369,0,1,1
360.7,-0.087692,0.0499,11030.20889,-87.75374,-6.377729,0.000001,754.280976,0.000911,-71.525424,0,1,1
360.795013,-0.088334,0.049925,11022.21248,-87.75359,-6.38354,0,753.135652,0,-75.835548,0,1,1
360.9,-0.089043,0.049953,11013.37702,-87.753424,-6.389935,0,751.844387,0,-80.565174,0,1,1
361,-0.089717,0.049979,11004.96175,-87.753265,-6.395997,-0.000001,750.590081,-0.00111,-85.036089,0,1,1
361.1,-0.09039,0.050006,10996.54618,-87.753144,-6.403251,0,749.202827,0,-90.388492,0,1,1
361.2,-0.091063,0.050032,10988.12949,-87.752985,-6.410594,0,747.769763,0,-95.791259,0,1,1
361.25,-0.0914,0.050045,10983.92072,-87.752905,-6.414243,0,747.041153,0,-98.470173,0,1,1
361.3,-0.091736,0.050058,10979.71166,-87.752824,-6.417882,0,746.304191,0,-101.137293,0,1,1
361.4,-0.092407,0.050085,10971.29277,-87.752664,-6.425141,0,744.804145,0,-106.445364,0,1,1
361.5,-0.093078,0.050111,10962.87285,-87.752503,-6.432359,0,743.271797,0,-111.706262,0,1,1
361.6,-0.093748,0.050137,10954.45199,-87.752342,-6.439535,-0.000001,741.708047,-0.000633,-116.920188,0,1,1
361.7,-0.094417,0.050164,10946.03024,-87.75218,-6.446671,0.000001,740.113653,0.000632,-122.087334,0,1,1
361.75,-0.094752,0.050177,10941.81905,-87.752099,-6.450217,0,739.306042,0,-124.649007,0,1,1
361.8,-0.095086,0.05019,10937.60767,-87.752018,-6.453754,0,738.491069,0,-127.199124,0,1,1
361.9,-0.095754,0.050216,10929.18434,-87.751855,-6.460809,0,736.837647,0,-132.273482,0,1,1
362,-0.096422,0.050242,10920.7603,-87.751692,-6.467824,0,735.155778,0,-137.301665,0,1,1
362.1,-0.097088,0.050269,10912.33656,-87.751526,-6.473365,0,733.64926,0,-141.231989,0,1,1
362.2,-0.097755,0.050295,10903.91407,-87.75136,-6.478884,0,732.125834,0,-145.133859,0,1,1
362.28441,-0.098316,0.050317,10896.80566,-87.751219,-6.483524,0,730.827307,0,-148.404076,0,1,1
362.4,-0.099085,0.050347,10887.07301,-87.751026,-6.489859,0,729.02938,0,-152.853439,0,1,1
362.5,-0.099749,0.050373,10878.6545,-87.750858,-6.495313,0.000001,727.45708,0.000878,-156.670991,0,1,1
362.6,-0.100412,0.050399,10870.23738,-87.75069,-6.500747,0.000001,725.869086,0.001073,-160.460796,0,1,1
362.7,-0.101075,0.050425,10861.82168,-87.750521,-6.506159,0,724.265685,0,-164.223033,0,1,1
362.8,-0.101737,0.050451,10853.40744,-87.750351,-6.511551,0,722.647162,0,-167.957882,0,1,1
362.9,-0.102398,0.050477,10844.99468,-87.750181,-6.516923,0,721.013793,0,-171.665527,0,1,1
363,-0.103059,0.050503,10836.58343,-87.750011,-6.522274,0,719.365851,0,-175.346148,0,1,1
363.066667,-0.103499,0.05052,10830.97638,-87.749886,-6.526797,0,718.087343,0,-178.478967,0,1,1
363.133333,-0.103939,0.050538,10825.36921,-87.749762,-6.531261,0,716.806207,0,-181.562033,0,1,1
363.2,-0.104378,0.050555,10819.76196,-87.749638,-6.535709,0,715.515311,0,-184.625447,0,1,1
363.266667,-0.104818,0.050572,10814.15465,-87.749514,-6.540141,0,714.214554,0,-187.670348,0,1,1
363.333333,-0.105257,0.050589,10808.5473,-87.749389,-6.544559,0,712.9041,0,-190.696804,0,1,1
363.4,-0.105695,0.050607,10802.93991,-87.749263,-6.54896,0,711.584401,0,-193.703819,0,1,1
363.466667,-0.106134,0.050624,10797.33251,-87.749137,-6.553347,0,710.255334,0,-196.692541,0,1,1
363.533333,-0.106572,0.050641,10791.7251,-87.749011,-6.557719,0,708.917055,0,-199.66304,0,1,1
363.6,-0.107009,0.050658,10786.11771,-87.748885,-6.562075,0,707.570029,0,-202.614314,0,1,1
363.666667,-0.107447,0.050676,10780.51035,-87.748757,-6.566416,0,706.214109,0,-205.547521,0,1,1
363.733333,-0.107884,0.050693,10774.90303,-87.74863,-6.570743,-0.000001,704.849446,-0.000851,-208.462732,0,1,1
363.784416,-0.108219,0.050706,10770.60652,-87.748532,-6.574046,0,703.798572,0,-210.682431,0,1,1
363.866667,-0.108757,0.050727,10763.68858,-87.748373,-6.579352,0,702.094827,0,-214.23829,0,1,1
363.933333,-0.109194,0.050744,10758.08147,-87.748244,-6.583635,0,700.705166,0,-217.098881,0,1,1
364,-0.10963,0.050761,10752.47446,-87.748115,-6.587902,0,699.3077,0,-219.940695,0,1,1
364.066667,-0.110065,0.050779,10746.86757,-87.747986,-6.592155,0.000001,697.902234,0.000596,-222.764906,0,1,1
364.133333,-0.110501,0.050796,10741.26081,-87.747855,-6.596394,0,696.488909,0,-225.57159,0,1,1
364.2,-0.110936,0.050813,10735.65419,-87.747725,-6.600618,0,695.068225,0,-228.359726,0,1,1
364.266667,-0.111371,0.05083,10730.04772,-87.747594,-6.604828,0,693.639963,0,-231.130498,0,1,1
364.333333,-0.111805,0.050847,10724.44143,-87.747462,-6.609025,0.000001,692.204259,0.000836,-233.883983,0,1,1
364.4,-0.112239,0.050864,10718.83532,-87.74733,-6.613206,0,690.761624,0,-236.619152,0,1,1
364.466667,-0.112673,0.050881,10713.22941,-87.747198,-6.617374,0,689.311816,0,-239.337201,0,1,1
364.533333,-0.113107,0.050898,10707.62371,-87.747065,-6.621529,0,687.854966,0,-242.038205,0,1,1
364.6,-0.11354,0.050915,10702.01823,-87.746931,-6.625668,0,686.391598,0,-244.721129,0,1,1
364.666667,-0.113973,0.050932,10696.41299,-87.746798,-6.629794,0,684.921446,0,-247.387178,0,1,1
364.733333,-0.114406,0.050949,10690.808,-87.746663,-6.633908,-0.000001,683.444635,-0.000584,-250.036428,0,1,1
364.784411,-0.114737,0.050962,10686.51384,-87.74656,-6.637048,0,682.309435,0,-252.053046,0,1,1
364.866667,-0.115271,0.050983,10679.59882,-87.746393,-6.642093,0,680.471997,0,-255.283536,0,1,1
364.933333,-0.115703,0.051,10673.99466,-87.746257,-6.646166,0,678.976365,0,-257.881752,0,1,1
365,-0.116134,0.051017,10668.39081,-87.746121,-6.650224,-0.000001,677.474994,-0.000578,-260.462368,0,1,1
365.066667,-0.116566,0.051034,10662.78726,-87.745984,-6.65427,-0.000001,675.967571,-0.000816,-263.026605,0,1,1
365.133333,-0.116997,0.051051,10657.18405,-87.745847,-6.658303,-0.000001,674.454199,-0.000997,-265.574538,0,1,1
365.2,-0.117427,0.051068,10651.58117,-87.745709,-6.662321,0,672.935444,0,-268.10511,0,1,1
365.266667,-0.117858,0.051085,10645.97865,-87.745571,-6.666328,0,671.410968,0,-270.61955,0,1,1
365.333333,-0.118288,0.051102,10640.3765,-87.745432,-6.670322,0,669.880882,0,-273.117937,0,1,1
365.4,-0.118718,0.051119,10634.77472,-87.745293,-6.674301,0,668.345764,0,-275.599207,0,1,1
365.466667,-0.119148,0.051136,10629.17333,-87.745153,-6.678269,0,666.805253,0,-278.064599,0,1,1
365.533333,-0.119577,0.051153,10623.57234,-87.745013,-6.682225,0,665.259455,0,-280.514191,0,1,1
365.6,-0.120006,0.05117,10617.97177,-87.744872,-6.686166,0.000001,663.708963,0.000801,-282.946911,0,1,1
365.666667,-0.120435,0.051187,10612.37162,-87.744731,-6.690096,0,662.153393,0,-285.364006,0,1,1
365.733333,-0.120863,0.051203,10606.77191,-87.744589,-6.694014,0,660.592843,0,-287.765555,0,1,1
365.784412,-0.121191,0.051216,10602.48184,-87.74448,-6.697005,0,659.394673,0,-289.593363,0,1,1
365.866667,-0.121719,0.051237,10595.57386,-87.744304,-6.701813,-0.000001,657.457824,-0.000561,-292.520889,0,1,1
365.933333,-0.122147,0.051254,10589.97553,-87.744161,-6.705694,0,655.883445,0,-294.875137,0,1,1
366,-0.122574,0.051271,10584.37769,-87.744017,-6.709562,0,654.305007,0,-297.213004,0,1,1
366.066667,-0.123001,0.051288,10578.78034,-87.743873,-6.713418,0,652.722075,0,-299.535755,0,1,1
366.133333,-0.123428,0.051304,10573.1835,-87.743727,-6.717263,0,651.134742,0,-301.84347,0,1,1
366.2,-0.123854,0.051321,10567.58718,-87.743582,-6.721094,0,649.543648,0,-304.135051,0,1,1
366.266667,-0.12428,0.051338,10561.99139,-87.743436,-6.724915,0,647.948333,0,-306.411771,0,1,1
366.333333,-0.124706,0.051355,10556.39614,-87.743289,-6.728725,0,646.348885,0,-308.673709,0,1,1
366.4,-0.125132,0.051372,10550.80144,-87.743142,-6.732521,0,644.745961,0,-310.919758,0,1,1
366.466667,-0.125557,0.051388,10545.2073,-87.742994,-6.736307,0,643.139076,0,-313.151202,0,1,1
366.533333,-0.125982,0.051405,10539.61373,-87.742846,-6.740081,0,641.528314,0,-315.368117,0,1,1
366.6,-0.126407,0.051422,10534.02075,-87.742697,-6.743843,0,639.914349,0,-317.569389,0,1,1
366.666667,-0.126831,0.051439,10528.42837,-87.742548,-6.747595,0,638.29667,0,-319.756309,0,1,1
366.733333,-0.127255,0.051455,10522.83658,-87.742398,-6.751335,0,636.675393,0,-321.928883,0,1,1
366.784412,-0.12758,0.051468,10518.5527,-87.742283,-6.754191,0.000001,635.431675,0.000543,-323.582191,0,1,1
366.866667,-0.128103,0.051489,10511.65488,-87.742096,-6.758782,0.000001,633.422996,0.000765,-326.23003,0,1,1
366.933333,-0.128526,0.051505,10506.06497,-87.741944,-6.76249,0,631.791862,0,-328.359144,0,1,1
367,-0.128949,0.051522,10500.47571,-87.741792,-6.766185,0,630.158035,0,-330.473103,0,1,1
367.066667,-0.129372,0.051539,10494.8871,-87.741639,-6.769869,0.000001,628.520952,0.000537,-332.573215,0,1,1
367.133333,-0.129795,0.051555,10489.29917,-87.741486,-6.773544,0,626.880686,0,-334.659558,0,1,1
367.2,-0.130217,0.051572,10483.7119,-87.741333,-6.777207,0,625.237965,0,-336.730986,0,1,1
367.266667,-0.130639,0.051589,10478.12533,-87.741179,-6.780859,0,623.5922,0,-338.788819,0,1,1
367.333333,-0.13106,0.051605,10472.53945,-87.741025,-6.784502,0.000001,621.94346,0.000531,-340.833134,0,1,1
367.4,-0.131482,0.051622,10466.95427,-87.740871,-6.788133,0,620.292491,0,-342.862774,0,1,1
367.466667,-0.131903,0.051639,10461.36981,-87.740716,-6.791754,0,618.63868,0,-344.879069,0,1,1
367.533333,-0.132323,0.051655,10455.78607,-87.74056,-6.795365,0,616.982089,0,-346.882095,0,1,1
367.6,-0.132744,0.051672,10450.20307,-87.740404,-6.798965,0,615.323487,0,-348.870686,0,1,1
367.666667,-0.133164,0.051688,10444.62081,-87.740248,-6.802555,-0.000001,613.662231,-0.000524,-350.846178,0,1,1
367.733333,-0.133584,0.051705,10439.0393,-87.74009,-6.806136,0,611.998383,0,-352.80865,0,1,1
367.78441,-0.133906,0.051718,10434.76355,-87.73997,-6.80887,0,610.722872,0,-354.301833,0,1,1
367.866667,-0.134423,0.051738,10427.87858,-87.739774,-6.813267,0,608.664137,0,-356.693099,0,1,1
367.933333,-0.134842,0.051755,10422.29938,-87.739615,-6.816817,0,606.993595,0,-358.615731,0,1,1
368,-0.135261,0.051771,10416.72098,-87.739455,-6.820357,0,605.321445,0,-360.524399,0,1,1
368.066667,-0.13568,0.051788,10411.14336,-87.739294,-6.823888,-0.000001,603.646988,-0.000515,-362.420461,0,1,1
368.133333,-0.136098,0.051804,10405.56656,-87.739133,-6.827409,-0.000001,601.970279,-0.000727,-364.303992,0,1,1
368.2,-0.136516,0.051821,10399.99057,-87.738972,-6.83092,-0.000001,600.292148,-0.000725,-366.173791,0,1,1
368.266667,-0.136934,0.051837,10394.4154,-87.73881,-6.834422,-0.000001,598.611869,-0.000511,-368.031227,0,1,1
368.333333,-0.137351,0.051854,10388.84106,-87.738647,-6.837915,0.000001,596.929493,0.00051,-369.876373,0,1,1
368.4,-0.137768,0.05187,10383.26757,-87.738484,-6.841397,0,595.245872,0,-371.708018,0,1,1
368.466667,-0.138185,0.051887,10377.69492,-87.738321,-6.844871,0,593.560252,0,-373.52754,0,1,1
368.533333,-0.138602,0.051903,10372.12313,-87.738157,-6.848336,0,591.87268,0,-375.335012,0,1,1
368.6,-0.139018,0.051919,10366.55221,-87.737993,-6.851791,0,590.184032,0,-377.12921,0,1,1
368.666667,-0.139434,0.051936,10360.98215,-87.737828,-6.855237,0,588.493524,0,-378.911525,0,1,1
368.733333,-0.13985,0.051952,10355.41298,-87.737663,-6.858675,0,586.801197,0,-380.682024,0,1,1
368.784412,-0.140168,0.051965,10351.14661,-87.737536,-6.861301,0,585.504409,0,-382.029045,0,1,1
368.866667,-0.140681,0.051985,10344.27732,-87.73733,-6.865523,0,583.412462,0,-384.185972,0,1,1
368.933333,-0.141096,0.052002,10338.71084,-87.737163,-6.868935,0,581.715778,0,-385.920167,0,1,1
369,-0.14151,0.052018,10333.14527,-87.736996,-6.872336,-0.000001,580.018319,-0.000495,-387.641529,0,1,1
369.066667,-0.141925,0.052034,10327.58062,-87.736828,-6.875729,0,578.319241,0,-389.351473,0,1,1
369.133333,-0.142339,0.052051,10322.01691,-87.736659,-6.879115,0,576.618584,0,-391.050067,0,1,1
369.2,-0.142753,0.052067,10316.45412,-87.73649,-6.882491,-0.000001,574.917294,-0.000491,-392.73605,0,1,1
369.266667,-0.143166,0.052083,10310.89228,-87.736319,-6.885859,-0.000001,573.214497,-0.000489,-394.410844,0,1,1
369.333333,-0.14358,0.0521,10305.3314,-87.736148,-6.889219,0,571.51023,0,-396.074521,0,1,1
369.4,-0.143993,0.052116,10299.77147,-87.735976,-6.89257,0,569.805465,0,-397.725802,0,1,1
369.466667,-0.144405,0.052132,10294.2125,-87.735803,-6.895913,0,568.099296,0,-399.366125,0,1,1
369.533333,-0.144818,0.052149,10288.65451,-87.735629,-6.899249,0,566.391758,0,-400.995558,0,1,1
369.6,-0.14523,0.052165,10283.0975,-87.735455,-6.902575,0,564.683849,0,-402.612809,0,1,1
369.666667,-0.145642,0.052181,10277.54147,-87.73528,-6.905894,0,562.974631,0,-404.219329,0,1,1
369.733333,-0.146054,0.052198,10271.98644,-87.735103,-6.909206,0,561.264135,0,-405.815184,0,1,1
369.784411,-0.146369,0.05221,10267.73105,-87.734968,-6.911736,0.000001,559.9539,0.000478,-407.029189,0,1,1
369.866667,-0.146876,0.05223,10260.87938,-87.734748,-6.915806,0,557.840905,0,-408.97312,0,1,1
369.933333,-0.147287,0.052246,10255.32737,-87.734569,-6.919094,0,556.12775,0,-410.536039,0,1,1
370,-0.147698,0.052263,10249.77638,-87.73439,-6.922374,0,554.414458,0,-412.087196,0,1,1
370.066667,-0.148108,0.052279,10244.22642,-87.734209,-6.925647,0,552.700023,0,-413.628066,0,1,1
370.133333,-0.148518,0.052295,10238.67749,-87.734028,-6.928913,0,550.98447,0,-415.158713,0,1,1
370.2,-0.148928,0.052311,10233.1296,-87.733846,-6.932171,0,549.268885,0,-416.677802,0,1,1
370.266667,-0.149337,0.052327,10227.58276,-87.733662,-6.935421,0,547.552229,0,-418.186822,0,1,1
370.333333,-0.149746,0.052344,10222.03697,-87.733478,-6.938666,0,545.834523,0,-419.685836,0,1,1
370.4,-0.150155,0.05236,10216.49224,-87.733294,-6.941901,0.000001,544.116885,0.000465,-421.173493,0,1,1
370.466667,-0.150564,0.052376,10210.94858,-87.733108,-6.945131,-0.000001,542.398238,-0.000655,-422.651296,0,1,1
370.533333,-0.150972,0.052392,10205.40599,-87.732922,-6.948354,0.000001,540.678604,0.000462,-424.119307,0,1,1
370.6,-0.151381,0.052408,10199.86447,-87.732736,-6.951569,0,538.95913,0,-425.576159,0,1,1
370.666667,-0.151788,0.052425,10194.32404,-87.732549,-6.954777,0,537.238703,0,-427.023368,0,1,1
370.733333,-0.152196,0.052441,10188.7847,-87.73236,-6.95798,0,535.517343,0,-428.460997,0,1,1
370.784411,-0.152508,0.052453,10184.5414,-87.732216,-6.960427,0.000001,534.199104,0.000456,-429.554532,0,1,1
370.866667,-0.15301,0.052473,10177.7093,-87.731982,-6.964364,0,532.073667,0,-431.305536,0,1,1
370.933333,-0.153417,0.052489,10172.17326,-87.731792,-6.967547,0,530.35077,0,-432.713379,0,1,1
371,-0.153824,0.052505,10166.63833,-87.731601,-6.970721,0,528.628203,0,-434.110448,0,1,1
371.066667,-0.15423,0.052521,10161.10452,-87.731409,-6.97389,-0.000001,526.904772,-0.000636,-435.49829,0,1,1
371.133333,-0.154636,0.052537,10155.57183,-87.731217,-6.977054,-0.000001,525.180494,-0.000634,-436.876964,0,1,1
371.2,-0.155042,0.052553,10150.04027,-87.731024,-6.980209,0,523.45662,0,-438.245051,0,1,1
371.266667,-0.155447,0.052569,10144.50985,-87.73083,-6.98336,0.000001,521.731917,0.000445,-439.604115,0,1,1
371.333333,-0.155852,0.052585,10138.98056,-87.730635,-6.986505,0,520.0064,0,-440.954213,0,1,1
371.4,-0.156257,0.052602,10133.45241,-87.730439,-6.989642,0,518.281356,0,-442.293906,0,1,1
371.466667,-0.156662,0.052618,10127.92542,-87.730243,-6.992774,0,516.555512,0,-443.624777,0,1,1
371.533333,-0.157066,0.052634,10122.39958,-87.730044,-6.995901,-0.000001,514.828879,-0.00044,-444.946881,0,1,1
371.6,-0.15747,0.05265,10116.87489,-87.729845,-6.99902,-0.000001,513.102783,-0.000438,-446.25876,0,1,1
371.666667,-0.157874,0.052666,10111.35137,-87.729645,-7.002135,-0.000001,511.375909,-0.000437,-447.562013,0,1,1
