时间戳,导弹经度,导弹纬度,导弹高度,导弹航向角,导弹俯仰角,导弹滚转角,导弹速度X轴,导弹速度Y轴,导弹速度Z轴,加力状态,导弹导引头截获状态,本机剩余弹量
371.733333,-0.158278,0.052682,10105.82902,-87.729443,-7.005245,0,509.648367,0,-448.85658,0,1,1
371.78441,-0.158587,0.052694,10101.59888,-87.729288,-7.007621,0.000001,508.325636,0.000434,-449.841179,0,1,1
371.866667,-0.159084,0.052714,10094.78785,-87.729037,-7.011446,-0.000001,506.193005,-0.000749,-451.417958,0,1,1
371.933333,-0.159487,0.05273,10089.26903,-87.728832,-7.014539,-0.000001,504.464444,-0.000431,-452.685772,0,1,1
372,-0.159889,0.052746,10083.7514,-87.728626,-7.017625,0.000001,502.736534,0.000429,-453.94371,0,1,1
372.066667,-0.160292,0.052761,10078.23496,-87.728418,-7.020707,0,501.007868,0,-455.193407,0,1,1
372.133333,-0.160694,0.052777,10072.71971,-87.728209,-7.023785,0,499.278452,0,-456.434917,0,1,1
372.2,-0.161095,0.052793,10067.20567,-87.728,-7.026855,0,497.549736,0,-457.666719,0,1,1
372.266667,-0.161497,0.052809,10061.69283,-87.727789,-7.029921,-0.000001,495.820267,-0.000423,-458.890469,0,1,1
372.333333,-0.161898,0.052825,10056.1812,-87.727576,-7.032983,0.000001,494.090047,0.000422,-460.106218,0,1,1
372.4,-0.162299,0.052841,10050.67078,-87.727363,-7.036039,0,492.360569,0,-461.31242,0,1,1
372.466667,-0.1627,0.052857,10045.16157,-87.727148,-7.03909,0,490.630326,0,-462.510749,0,1,1
372.533333,-0.1631,0.052873,10039.65359,-87.726931,-7.042138,-0.000001,488.899318,-0.000417,-463.701255,0,1,1
372.6,-0.1635,0.052889,10034.14683,-87.726714,-7.045179,0,487.169089,0,-464.882371,0,1,1
372.666667,-0.1639,0.052905,10028.6413,-87.726495,-7.048216,0,485.438082,0,-466.055797,0,1,1
372.733333,-0.1643,0.052921,10023.13701,-87.726274,-7.05125,0,483.706298,0,-467.221582,0,1,1
372.784411,-0.164606,0.052933,10018.92065,-87.726105,-7.053569,-0.000001,482.380413,-0.000582,-468.108146,0,1,1
372.866667,-0.165098,0.052952,10012.13212,-87.72583,-7.057302,0,480.242944,0,-469.527784,0,1,1
372.933333,-0.165497,0.052968,10006.63154,-87.725605,-7.060323,-0.000001,478.510394,-0.000409,-470.669349,0,1,1
373,-0.165895,0.052984,10001.13221,-87.725379,-7.063337,0.000001,476.778689,0.000576,-471.801834,0,1,1
373.066667,-0.166294,0.053,9995.634128,-87.725152,-7.066348,0,475.046166,0,-472.926988,0,1,1
373.133333,-0.166692,0.053016,9990.1373,-87.724923,-7.069356,0.000001,473.31282,0.000404,-474.044855,0,1,1
373.2,-0.16709,0.053031,9984.641728,-87.724693,-7.072358,0,471.580348,0,-475.153793,0,1,1
373.266667,-0.167487,0.053047,9979.147417,-87.724462,-7.075357,0,469.847026,0,-476.255573,0,1,1
373.333333,-0.167884,0.053063,9973.654369,-87.724228,-7.078353,0,468.11285,0,-477.35024,0,1,1
373.4,-0.168281,0.053079,9968.162588,-87.723994,-7.081344,0,466.379572,0,-478.436124,0,1,1
373.466667,-0.168678,0.053094,9962.672077,-87.723758,-7.084331,0,464.645408,0,-479.515022,0,1,1
373.533333,-0.169075,0.05311,9957.182838,-87.72352,-7.087316,0,462.910352,0,-480.586976,0,1,1
373.6,-0.169471,0.053126,9951.694875,-87.723281,-7.090296,0,461.176214,0,-481.650289,0,1,1
373.666667,-0.169867,0.053142,9946.208191,-87.72304,-7.093273,0,459.441148,0,-482.706784,0,1,1
373.733333,-0.170262,0.053157,9940.722787,-87.722797,-7.096248,0,457.705145,0,-483.756504,0,1,1
373.78441,-0.170565,0.05317,9936.521022,-87.72261,-7.098522,0,456.376112,0,-484.554678,0,1,1
373.866667,-0.171053,0.053189,9929.755834,-87.722307,-7.102185,0,454.233364,0,-485.832884,0,1,1
373.933333,-0.171448,0.053205,9924.274289,-87.72206,-7.10515,-0.000001,452.496346,-0.000386,-486.86082,0,1,1
374,-0.171843,0.05322,9918.794036,-87.721811,-7.10811,0,450.760278,0,-487.880385,0,1,1
374.066667,-0.172237,0.053236,9913.315077,-87.72156,-7.111067,-0.000001,449.023177,-0.000383,-488.893462,0,1,1
374.133333,-0.172631,0.053252,9907.837415,-87.721308,-7.114024,0,447.285031,0,-489.90009,0,1,1
374.2,-0.173025,0.053267,9902.361051,-87.721055,-7.116974,-0.000001,445.547846,-0.00038,-490.898477,0,1,1
374.266667,-0.173419,0.053283,9896.885988,-87.7208,-7.119923,-0.000001,443.809565,-0.000379,-491.890537,0,1,1
374.333333,-0.173812,0.053299,9891.412228,-87.720543,-7.122871,0,442.070176,0,-492.876308,0,1,1
374.4,-0.174205,0.053314,9885.939774,-87.720286,-7.125814,0,440.331755,0,-493.853961,0,1,1
374.466667,-0.174598,0.05333,9880.468627,-87.720027,-7.128755,0,438.592171,0,-494.825446,0,1,1
374.533333,-0.17499,0.053346,9874.998789,-87.719766,-7.131696,0,436.851407,0,-495.7908,0,1,1
374.6,-0.175383,0.053361,9869.530262,-87.719504,-7.134631,0,435.111618,0,-496.748156,0,1,1
374.666667,-0.175775,0.053377,9864.063049,-87.719241,-7.137565,0,433.370589,0,-497.6995,0,1,1
374.733333,-0.176167,0.053392,9858.597149,-87.718975,-7.140499,0.000001,431.628303,0.000369,-498.644866,0,1,1
374.784411,-0.176467,0.053404,9854.410267,-87.718771,-7.142742,-0.000001,430.294432,-0.00052,-499.363579,0,1,1
374.866667,-0.17695,0.053424,9847.6693,-87.71844,-7.146357,0,428.143627,0,-500.514588,0,1,1
374.933333,-0.177341,0.053439,9842.207354,-87.718169,-7.149285,-0.000001,426.399674,-0.000364,-501.44037,0,1,1
375,-0.177731,0.053455,9836.746728,-87.717898,-7.152207,0,424.656698,0,-502.358384,0,1,1
375.066667,-0.178122,0.05347,9831.287425,-87.717625,-7.15513,0,422.91231,0,-503.270691,0,1,1
375.133333,-0.178512,0.053486,9825.829445,-87.717349,-7.158052,0,421.166488,0,-504.177323,0,1,1
375.2,-0.178902,0.053501,9820.37279,-87.717072,-7.16097,0,419.421642,0,-505.076294,0,1,1
375.266667,-0.179292,0.053517,9814.917461,-87.716794,-7.163887,0,417.675287,0,-505.969707,0,1,1
375.333333,-0.179681,0.053533,9809.463459,-87.716512,-7.166805,0,415.927398,0,-506.857593,0,1,1
375.4,-0.180071,0.053548,9804.010785,-87.71623,-7.169718,0,414.180482,0,-507.73792,0,1,1
375.466667,-0.18046,0.053564,9798.559441,-87.715946,-7.172632,0,412.431949,0,-508.612837,0,1,1
375.533333,-0.180848,0.053579,9793.109427,-87.715659,-7.175546,0,410.681777,0,-509.482372,0,1,1
375.6,-0.181237,0.053595,9787.660743,-87.715371,-7.178456,0,408.932571,0,-510.344448,0,1,1
375.666667,-0.181625,0.05361,9782.213391,-87.715081,-7.181367,-0.000001,407.181635,-0.000348,-511.201258,0,1,1
375.733333,-0.182013,0.053626,9776.767371,-87.714787,-7.184278,0,405.428943,0,-512.052831,0,1,1
375.784412,-0.18231,0.053637,9772.595649,-87.714561,-7.186505,0,404.087032,0,-512.700089,0,1,1
375.866667,-0.182788,0.053656,9765.879329,-87.714194,-7.190095,0,401.922791,0,-513.736753,0,1,1
375.933333,-0.183176,0.053672,9760.437307,-87.713892,-7.193004,0,400.167349,0,-514.570721,0,1,1
376,-0.183563,0.053687,9754.99662,-87.71359,-7.195909,0,398.412855,0,-515.397411,0,1,1
376.066667,-0.183949,0.053703,9749.557268,-87.713284,-7.198816,0,396.656377,0,-516.219123,0,1,1
376.133333,-0.184336,0.053718,9744.11925,-87.712974,-7.201724,-0.000001,394.89788,-0.000477,-517.035876,0,1,1
376.2,-0.184722,0.053734,9738.682566,-87.712663,-7.204628,0,393.140314,0,-517.845428,0,1,1
376.266667,-0.185108,0.053749,9733.247219,-87.712348,-7.207534,0.000001,391.380615,0.000334,-518.650135,0,1,1
376.333333,-0.185494,0.053765,9727.813205,-87.71203,-7.210442,0,389.618751,0,-519.450022,0,1,1
376.4,-0.185879,0.05378,9722.380527,-87.71171,-7.213346,0,387.857804,0,-520.242788,0,1,1
376.466667,-0.186264,0.053795,9716.949185,-87.711387,-7.216252,-0.000001,386.09457,-0.00033,-521.03085,0,1,1
376.533333,-0.186649,0.053811,9711.519176,-87.711059,-7.219161,-0.000001,384.329015,-0.000464,-521.814231,0,1,1
376.6,-0.187034,0.053826,9706.090502,-87.710731,-7.222065,0,382.564362,0,-522.590567,0,1,1
376.666667,-0.187419,0.053841,9700.663163,-87.710398,-7.224973,0,380.797258,0,-523.362339,0,1,1
376.733333,-0.187803,0.053857,9695.237157,-87.710061,-7.227882,0,379.028016,0,-524.129313,0,1,1
376.784412,-0.188097,0.053869,9691.08077,-87.709801,-7.230108,0,377.673344,0,-524.712063,0,1,1
376.866667,-0.18857,0.053888,9684.389145,-87.709379,-7.2337,0,375.487242,0,-525.6459,0,1,1
376.933333,-0.188954,0.053903,9678.967137,-87.709032,-7.236612,0,373.713245,0,-526.397315,0,1,1
377,-0.189337,0.053918,9673.546459,-87.708683,-7.239521,0,371.940119,0,-527.141819,0,1,1
377.066667,-0.18972,0.053934,9668.127113,-87.70833,-7.242434,0,370.164172,0,-527.882038,0,1,1
377.133333,-0.190103,0.053949,9662.709096,-87.707972,-7.24535,0,368.385359,0,-528.617991,0,1,1
377.2,-0.190485,0.053964,9657.292407,-87.707613,-7.248263,0,366.607399,0,-529.347091,0,1,1
377.266667,-0.190867,0.053979,9651.877046,-87.707249,-7.25118,0,364.826411,0,-530.072045,0,1,1
377.333333,-0.191249,0.053995,9646.46301,-87.70688,-7.2541,0,363.042349,0,-530.792872,0,1,1
377.4,-0.191631,0.05401,9641.0503,-87.70651,-7.257018,0,361.259121,0,-531.506898,0,1,1
377.466667,-0.192013,0.054025,9635.638913,-87.706134,-7.25994,0,359.472642,0,-532.216919,0,1,1
377.533333,-0.192394,0.054041,9630.228848,-87.705753,-7.262867,0,357.682863,0,-532.922952,0,1,1
377.6,-0.192775,0.054056,9624.820103,-87.70537,-7.26579,0.000001,355.8939,0.000526,-533.622229,0,1,1
377.666667,-0.193155,0.054071,9619.412678,-87.704982,-7.268718,0,354.101445,0,-534.317643,0,1,1
377.733333,-0.193536,0.054086,9614.006569,-87.704588,-7.271652,0,352.305444,0,-535.009208,0,1,1
377.784411,-0.193827,0.054098,9609.865495,-87.704285,-7.273897,0,350.930214,0,-535.534378,0,1,1
377.866667,-0.194296,0.054117,9603.198293,-87.703791,-7.27752,-0.000001,348.710106,-0.000298,-536.375936,0,1,1
377.933333,-0.194676,0.054132,9597.796122,-87.703383,-7.280462,0,346.907385,0,-537.053324,0,1,1
378,-0.195055,0.054147,9592.39526,-87.702974,-7.2834,-0.000001,345.105445,-0.000295,-537.72403,0,1,1
378.066667,-0.195435,0.054162,9586.995706,-87.702559,-7.286345,0,343.299465,0,-538.391164,0,1,1
378.133333,-0.195814,0.054178,9581.597455,-87.702137,-7.289296,0,341.489383,0,-539.054735,0,1,1
378.2,-0.196192,0.054193,9576.200506,-87.701714,-7.292244,0.000001,339.680065,0.00041,-539.711651,0,1,1
378.266667,-0.196571,0.054208,9570.804857,-87.701283,-7.295198,0,337.866397,0,-540.365142,0,1,1
378.333333,-0.196949,0.054223,9565.410504,-87.700846,-7.29816,0,336.04831,0,-541.01522,0,1,1
378.4,-0.197327,0.054238,9560.017444,-87.700407,-7.301119,0.000001,334.230973,0.000285,-541.65866,0,1,1
378.466667,-0.197705,0.054254,9554.625677,-87.69996,-7.304085,0,332.408945,0,-542.298829,0,1,1
378.533333,-0.198082,0.054269,9549.235196,-87.699506,-7.307059,-0.000001,330.582152,-0.000282,-542.935736,0,1,1
378.6,-0.19846,0.054284,9543.845999,-87.69905,-7.31003,0,328.756094,0,-543.566016,0,1,1
378.666667,-0.198837,0.054299,9538.458085,-87.698586,-7.31301,0,326.924972,0,-544.193184,0,1,1
378.733333,-0.199214,0.054314,9533.071448,-87.698114,-7.315997,0,325.088703,0,-544.817248,0,1,1
378.784411,-0.199502,0.054326,9528.945265,-87.697751,-7.318284,0,323.682548,0,-545.290788,0,1,1
378.866667,-0.199966,0.054345,9522.301991,-87.697156,-7.321979,0,321.410614,0,-546.050053,0,1,1
378.933333,-0.200342,0.05436,9516.919163,-87.696664,-7.324982,0,319.564096,0,-546.661557,0,1,1
379,-0.200718,0.054375,9511.537598,-87.696171,-7.327983,-0.000001,317.718292,-0.000271,-547.266428,0,1,1
379.066667,-0.201094,0.05439,9506.157294,-87.695668,-7.330993,0,315.86655,0,-547.868529,0,1,1
379.133333,-0.201469,0.054405,9500.777959,-87.695162,-7.334786,-0.000001,313.584951,-0.000268,-548.710412,0,1,1
379.2,-0.201844,0.05442,9495.399318,-87.694654,-7.338559,0,311.312681,0,-549.536944,0,1,1
379.266667,-0.202219,0.054435,9490.020546,-87.694188,-7.344607,0,307.786168,0,-551.056304,0,1,1
379.333333,-0.202594,0.05445,9484.639547,-87.69388,-7.354139,0,302.325924,0,-553.610588,0,1,1
379.4,-0.202968,0.054465,9479.255111,-87.693564,-7.363513,0,296.932732,0,-556.064468,0,1,1
379.466667,-0.203342,0.05448,9473.865628,-87.69363,-7.377487,-0.000001,288.949376,-0.000349,-559.801383,0,1,1
379.533333,-0.203716,0.054495,9468.467491,-87.694432,-7.396794,0.000001,277.910664,0.000237,-564.915189,0,1,1
379.6,-0.204089,0.05451,9463.058921,-87.695198,-7.415692,0,267.015334,0,-569.702925,0,1,1
379.666667,-0.204463,0.054525,9457.637895,-87.697211,-7.44061,0.000001,252.577681,0.000216,-575.812358,0,1,1
379.733333,-0.204836,0.05454,9452.199986,-87.701038,-7.471747,0,234.380414,0,-583.0262,0,1,1
379.78441,-0.205121,0.054552,9448.020964,-87.703878,-7.495035,0,220.633217,0,-588.040086,0,1,1
379.866667,-0.205581,0.05457,9441.264327,-87.711517,-7.540573,0,193.48432,0,-597.007646,0,1,1
379.933333,-0.205953,0.054585,9435.760205,-87.720648,-7.583293,0,167.705284,0,-604.344103,0,1,1
380,-0.206325,0.0546,9430.229062,-87.729509,-7.624918,-0.000001,142.321752,-0.000122,-610.413908,0,1,1
380.066667,-0.206697,0.054615,9424.669202,-87.741833,-7.672424,-0.000001,113.102185,-0.000097,-616.095536,0,1,1
380.133333,-0.207069,0.054629,9419.076548,-87.758889,-7.725442,0,80.243945,0,-620.832688,0,1,1
380.2,-0.20744,0.054644,9413.449678,-87.77543,-7.777007,0,48.107986,0,-623.751418,0,1,1
380.266667,-0.207811,0.054658,9407.787498,-87.799056,-7.833192,-0.000001,12.996705,-0.000011,-625.076208,0,1,1
380.333333,-0.208181,0.054672,9402.087469,-87.831025,-7.891935,-0.000001,-23.708136,0.00002,-624.369197,0,1,1
380.4,-0.208552,0.054686,9396.34934,-87.861991,-7.948967,0.000001,-59.222096,-0.000072,-621.613259,0,1,1
380.466667,-0.208922,0.0547,9390.573699,-87.901759,-8.006217,0,-94.634019,0,-616.819754,0,1,1
380.533333,-0.209292,0.054713,9384.761264,-87.949041,-8.061406,0,-128.434032,0,-610.278061,0,1,1
380.6,-0.209661,0.054726,9378.913434,-87.994758,-8.1149,0,-160.780385,0,-602.161324,0,1,1
380.666667,-0.210031,0.054739,9373.032116,-88.045962,-8.164911,0,-190.562287,0,-593.00011,0,1,1
380.733333,-0.2104,0.054751,9367.119849,-88.099715,-8.211461,0,-217.813706,0,-583.125761,0,1,1
380.78441,-0.210682,0.054761,9362.570416,-88.139445,-8.245974,0,-237.692023,0,-574.987568,0,1,1
380.866667,-0.211137,0.054775,9355.209332,-88.204108,-8.299666,0,-268.000526,0,-560.971371,0,1,1
380.933333,-0.211505,0.054787,9349.212594,-88.254614,-8.343647,0,-292.22367,0,-548.304586,0,1,1
381,-0.211873,0.054798,9343.188671,-88.303216,-8.386124,0,-315.047849,0,-535.068479,0,1,1
381.05,-0.212149,0.054806,9338.652434,-88.338472,-8.421069,0,-333.394169,0,-523.491633,0,1,1
381.1,-0.212424,0.054814,9334.099837,-88.372692,-8.455077,0,-350.838239,0,-511.615307,0,1,1
381.15,-0.2127,0.054821,9329.527843,-88.40841,-8.50142,0,-373.989276,0,-494.58367,0,1,1
381.2,-0.212975,0.054829,9324.933527,-88.443036,-8.546436,0,-395.683874,0,-477.031978,0,1,1
381.25,-0.21325,0.054836,9320.314925,-88.479242,-8.600202,0,-420.553393,0,-454.867908,0,1,1
381.3,-0.213526,0.054844,9315.670157,-88.514297,-8.652351,-0.000001,-443.486846,0.000379,-432.12869,0,1,1
381.35,-0.2138,0.054851,9310.996897,-88.552667,-8.714925,0,-469.424539,0,-403.3636,0,1,1
381.4,-0.214075,0.054858,9306.292923,-88.589766,-8.775519,0,-492.762185,0,-374.024189,0,1,1
381.45,-0.21435,0.054864,9301.555652,-88.631877,-8.847905,-0.000001,-518.282849,0.000442,-337.250598,0,1,1
381.5,-0.214624,0.054871,9296.782623,-88.672531,-8.917879,0,-540.344946,0,-300.05058,0,1,1
381.55,-0.214898,0.054877,9291.971068,-88.719786,-9.000816,0.000001,-563.083782,-0.000481,-254.138037,0,1,1
381.6,-0.215172,0.054883,9287.118359,-88.765329,-9.08084,0,-581.329029,0,-208.217145,0,1,1
381.65,-0.215446,0.054889,9282.221593,-88.818931,-9.174889,0,-598.035853,0,-152.633085,0,1,1
381.7,-0.21572,0.054894,9277.278026,-88.870495,-9.265449,0,-609.107382,0,-97.878191,0,1,1
381.75,-0.215993,0.054899,9272.284652,-88.931453,-9.371048,0,-615.743439,0,-33.115621,0,1,1
381.8,-0.216266,0.054904,9267.238649,-88.989973,-9.472504,0,-615.645608,0,29.404359,0,1,1
381.85,-0.216539,0.054909,9262.136934,-89.059118,-9.590005,0,-607.667435,0,101.326846,0,1,1
381.9,-0.216812,0.054913,9256.976631,-89.125343,-9.702617,-0.000001,-592.155778,0.000506,168.89221,0,1,1
381.95,-0.217085,0.054917,9251.754604,-89.203347,-9.832293,0,-565.07545,0,243.931845,0,1,1
382,-0.217357,0.054921,9246.467951,-89.277859,-9.95623,0,-530.337105,0,311.768912,0,1,1
382.05,-0.217629,0.054924,9241.113498,-89.365254,-10.098299,0,-480.619183,0,383.53478,0,1,1
382.1,-0.217901,0.054927,9235.688338,-89.448488,-10.233657,-0.000001,-424.26572,0.000362,444.673023,0,1,1
382.15,-0.218173,0.054929,9230.189144,-89.546449,-10.388786,0,-350.294551,0,504.639329,0,1,1
382.2,-0.218444,0.054931,9224.6129,-89.639424,-10.536062,0,-272.319367,0,550.315877,0,1,1
382.25,-0.218715,0.054933,9218.956048,-89.749867,-10.705244,0,-175.683748,0,588.018329,0,1,1
382.3,-0.218986,0.054934,9213.215399,-89.85427,-10.8652,0,-79.745942,0,608.197529,0,1,1
382.35,-0.219256,0.054934,9207.387241,-89.979059,-11.049144,0,32.82715,0,612.210897,0,1,1
382.4,-0.219526,0.054934,9201.468304,-90.096471,-11.22222,0,137.699235,0,597.114337,0,1,1
382.45,-0.219796,0.054933,9195.454794,-90.237425,-11.421375,0,252.978226,0,557.77571,0,1,1
382.5,-0.220066,0.054932,9189.343446,-90.369306,-11.607698,0,351.747098,0,501.003429,0,1,1
382.55,-0.220335,0.05493,9183.130465,-90.528173,-11.82223,0,450.096723,0,414.409326,0,1,1
382.6,-0.220604,0.054927,9176.812686,-90.675815,-12.021568,-0.000001,522.972318,-0.000446,316.908941,0,1,1
382.65,-0.220873,0.054923,9170.386388,-90.854272,-12.251378,0,581.082698,0,189.341033,0,1,1
382.7,-0.221141,0.054919,9163.848604,-91.018749,-12.463128,0,607.571113,0,62.950825,0,1,1
382.75,-0.221408,0.054914,9157.195728,-91.218454,-12.707976,-0.000001,604.350818,-0.000516,-86.15599,0,1,1
382.8,-0.221676,0.054907,9150.425076,-91.4006,-12.931224,0,569.961608,0,-217.699395,0,1,1
382.85,-0.221943,0.0549,9143.533174,-91.623242,-13.190807,0.000001,494.679185,0.000597,-356.479602,0,1,1
382.9,-0.222209,0.054892,9136.51771,-91.823575,-13.424301,0,398.545344,0,-460.999895,0,1,1
382.95,-0.222475,0.054883,9129.375334,-92.070983,-13.698373,0,258.728772,0,-551.298467,0,1,1
383,-0.22274,0.054873,9122.104206,-92.289572,-13.940455,0,118.954271,0,-596.893841,0,1,1
383.05,-0.223005,0.054862,9114.701036,-92.563939,-14.22905,0,-55.805497,0,-605.640603,0,1,1
383.1,-0.22327,0.05485,9107.164596,-92.800148,-14.477491,0,-202.891153,0,-572.975336,0,1,1
383.15,-0.223534,0.054836,9099.491411,-93.105678,-14.781684,0,-364.922033,0,-485.534084,0,1,1
383.2,-0.223797,0.054821,9091.681054,-93.358501,-15.033493,0,-474.09287,0,-379.064002,0,1,1
383.25,-0.224059,0.054805,9083.729441,-93.70356,-15.356194,0,-569.364675,0,-208.976893,0,1,1
383.3,-0.224321,0.054787,9075.637539,-93.97029,-15.605988,0,-602.975679,0,-61.702795,0,1,1
383.35,-0.224583,0.054768,9067.399535,-94.371217,-15.954976,0,-587.172827,0,148.062764,0,1,1
383.4,-0.224843,0.054748,9059.019753,-94.639292,-16.189324,0,-536.41722,0,280.193181,0,1,1
383.45,-0.225103,0.054726,9050.485416,-95.14422,-16.595154,0,-381.761126,0,468.62441,0,1,1
383.5,-0.225362,0.054702,9041.814935,-95.341037,-16.756788,0.000001,-301.227961,-0.000364,523.708338,0,1,1
383.55,-0.22562,0.054676,9032.938171,-96.304928,-17.481836,-0.000001,121.424352,-0.000104,589.680834,0,1,1
383.6,-0.225876,0.05465,9024.164832,-95.232193,-16.500463,0.000001,-420.403714,-0.000359,426.417423,0,1,1
